Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
"Wang Z., Fan B., Wang G., Wu F.","Exploring Local and Overall Ordinal Information for Robust Feature Description",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","11", 7368924,"2198","2211",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991769704&doi=10.1109%2fTPAMI.2015.2513396&partnerID=40&md5=79dbef2edee52bf0ba5093048bb7ac27","This paper aims to build robust feature descriptors by exploring intensity order information in a patch. To this end, the local intensity order pattern (LIOP) and the overall intensity order pattern (OIOP) are proposed to effectively encode intensity order information of each pixel in different aspects. Specifically, LIOP captures the local ordinal information by using the intensity relationships among all the neighbouring sampling points around a pixel, while OIOP exploits the coarsely quantized overall intensity order of these sampling points. These two kinds of patterns are then separately aggregated into different ordinal bins, leading to two kinds of feature descriptors. Furthermore, as these two kinds of descriptors could encode complementary ordinal information, they are combined together to obtain a discriminative and compact mixed intensity order pattern descriptor. All these descriptors are constructed on the basis of relative relationships of intensities in a rotationally invariant way, making them be inherently invariant to image rotation and any monotonic intensity changes. Experimental results on image matching and object recognition are encouraging, demonstrating the superiorities of our descriptors over the state of the art. © 2015 IEEE.","Feature description; illumination invariance; image matching; intensity order"
"Hauberg S., Feragen A., Enficiaud R., Black M.J.","Scalable robust principal component analysis using Grassmann Averages",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","11", 7364267,"2298","2311",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991736442&doi=10.1109%2fTPAMI.2015.2511743&partnerID=40&md5=7da28e559d0609393aabcacbb2fdbe54","In large datasets, manual data verification is impossible, and we must expect the number of outliers to increase with data size. While principal component analysis (PCA) can reduce data size, and scalable solutions exist, it is well-known that outliers can arbitrarily corrupt the results. Unfortunately, state-of-the-art approaches for robust PCA are not scalable. We note that in a zero-mean dataset, each observation spans a one-dimensional subspace, giving a point on the Grassmann manifold. We show that the average subspace corresponds to the leading principal component for Gaussian data. We provide a simple algorithm for computing this Grassmann Average (GA), and show that the subspace estimate is less sensitive to outliers than PCA for general distributions. Because averages can be efficiently computed, we immediately gain scalability. We exploit robust averaging to formulate the Robust Grassmann Average (RGA) as a form of robust PCA. The resulting Trimmed Grassmann Average (TGA) is appropriate for computer vision because it is robust to pixel outliers. The algorithm has linear computational complexity and minimal memory requirements. We demonstrate TGA for background modeling, video restoration, and shadow removal.We show scalability by performing robust PCA on the entire Star Wars IV movie; a task beyond any current method. Source code is available online. © 2015 IEEE.","Dimensionality reduction; Robust principal component analysis; Subspace estimation"
"Kalogeiton V., Ferrari V., Schmid C.","Analysing Domain Shift Factors between Videos and Images for Object Detection",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","11", 7448416,"2327","2334",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992145846&doi=10.1109%2fTPAMI.2016.2551239&partnerID=40&md5=2436c85b2ad5f492017f46fc96603b31","Object detection is one of the most important challenges in computer vision. Object detectors are usually trained on bounding-boxes from still images. Recently, video has been used as an alternative source of data. Yet, for a given test domain (image or video), the performance of the detector depends on the domain it was trained on. In this paper, we examine the reasons behind this performance gap. We define and evaluate different domain shift factors: spatial location accuracy, appearance diversity, image quality and aspect distribution. We examine the impact of these factors by comparing performance before and after factoring them out. The results show that all four factors affect the performance of the detectors and their combined effect explains nearly the whole performance gap. © 2016 IEEE.","domain adaptation; Object detection; video and image analysis"
"Liu M., Zhang D., Chen S., Xue H.","Joint binary classifier learning for ECOC-based multi-class classification",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","11", 7106533,"2335","2341",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990982240&doi=10.1109%2fTPAMI.2015.2430325&partnerID=40&md5=371392d7bdfd5a147e4c9af99786a2f2","Error-correcting output coding (ECOC) is one of the most widely used strategies for dealing with multi-class problems by decomposing the original multi-class problem into a series of binary sub-problems. In traditional ECOC-based methods, binary classifiers corresponding to those sub-problems are usually trained separately without considering the relationships among these classifiers. However, as these classifiers are established on the same training data, there may be some inherent relationships among them. Exploiting such relationships can potentially improve the generalization performances of individual classifiers, and, thus, boost ECOC learning algorithms. In this paper, we explore to mine and utilize such relationship through a joint classifier learning method, by integrating the training of binary classifiers and the learning of the relationship among them into a unified objective function. We also develop an efficient alternating optimization algorithm to solve the objective function. To evaluate the proposed method, we perform a series of experiments on eleven datasets from the UCI machine learning repository as well as two datasets from real-world image recognition tasks. The experimental results demonstrate the efficacy of the proposed method, compared with state-of-the-art methods for ECOC-based multi-class classification. © 2015 IEEE.","(joint) binary classifier learning; Error-correcting output coding (ECOC); Multi-class classification; Relationship"
"Parra Bustos A., Chin T.-J., Eriksson A., Li H., Suter D.","Fast Rotation Search with Stereographic Projections for 3D Registration",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","11", 7381673,"2227","2240",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992066436&doi=10.1109%2fTPAMI.2016.2517636&partnerID=40&md5=928efdd733eb488c6df410a64d053373","Registering two 3D point clouds involves estimating the rigid transform that brings the two point clouds into alignment. Recently there has been a surge of interest in using branch-and-bound (BnB) optimisation for point cloud registration. While BnB guarantees globally optimal solutions, it is usually too slow to be practical. A fundamental source of difficulty lies in the search for the rotational parameters. In this work, first by assuming that the translation is known, we focus on constructing a fast rotation search algorithm. With respect to an inherently robust geometric matching criterion, we propose a novel bounding function for BnB that is provably tighter than previously proposed bounds. Further, we also propose a fast algorithm to evaluate our bounding function. Our idea is based on using stereographic projections to precompute and index all possible point matches in spatial R-trees for rapid evaluations. The result is a fast and globally optimal rotation search algorithm. To conduct full 3D registration, we co-optimise the translation by embedding our rotation search kernel in a nested BnB algorithm. Since the inner rotation search is very efficient, the overall 6DOF optimisation is speeded up significantly without losing global optimality. On various challenging point clouds, including those taken out of lab settings, our approach demonstrates superior efficiency. © 2016 IEEE.","branch-and-bound; Point cloud registration; R-trees; rotation search; stereographic projections"
"Wang K., He R., Wang L., Wang W., Tan T.","Joint Feature Selection and Subspace Learning for Cross-Modal Retrieval",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346492,"2010","2023",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986260172&doi=10.1109%2fTPAMI.2015.2505311&partnerID=40&md5=ac32b419c9ec8e214e34ab45fc723f7a","Cross-modal retrieval has recently drawn much attention due to the widespread existence of multimodal data. It takes one type of data as the query to retrieve relevant data objects of another type, and generally involves two basic problems: the measure of relevance and coupled feature selection. Most previous methods just focus on solving the first problem. In this paper, we aim to deal with both problems in a novel joint learning framework. To address the first problem, we learn projection matrices to map multimodal data into a common subspace, in which the similarity between different modalities of data can be measured. In the learning procedure, the ℓ 21 -norm penalties are imposed on the projection matrices separately to solve the second problem, which selects relevant and discriminative features from different feature spaces simultaneously. A multimodal graph regularization term is further imposed on the projected data,which preserves the inter-modality and intra-modality similarity relationships.An iterative algorithm is presented to solve the proposed joint learning problem, along with its convergence analysis. Experimental results on cross-modal retrieval tasks demonstrate that the proposed method outperforms the state-of-the-art subspace approaches. © 1979-2012 IEEE.","coupled feature selection; cross-modal retrieval; half-quadratic minimization; Subspace learning"
"Liu F., Shen C., Lin G., Reid I.","Learning Depth from Single Monocular Images Using Deep Convolutional Neural Fields",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346484,"2024","2039",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986257303&doi=10.1109%2fTPAMI.2015.2505283&partnerID=40&md5=35272508bfd48064530f0c64280da10c","In this article, we tackle the problem of depth estimation from single monocular images. Compared with depth estimation using multiple images such as stereo depth perception, depth from monocular images is much more challenging. Prior work typically focuses on exploiting geometric priors or additional sources of information, most using hand-crafted features. Recently, there is mounting evidence that features from deep convolutional neural networks (CNN) set new records for various vision applications. On the other hand, considering the continuous characteristic of the depth values, depth estimation can be naturally formulated as a continuous conditional random field (CRF) learning problem. Therefore, here we present a deep convolutional neural field model for estimating depths from single monocular images, aiming to jointly explore the capacity of deep CNN and continuous CRF. In particular, we propose a deep structured learning scheme which learns the unary and pairwise potentials of continuous CRF in a unified deep CNN framework. We then further propose an equally effective model based on fully convolutional networks and a novel superpixel pooling method, which is about 10 times faster, to speedup the patch-wise convolutions in the deep model. With this more efficient model, we are able to design deeper networks to pursue better performance. Our proposed method can be used for depth estimation of general scenes with no geometric priors nor any extra information injected. In our case, the integral of the partition function can be calculated in a closed form such that we can exactly solve the log-likelihood maximization. Moreover, solving the inference problem for predicting depths of a test image is highly efficient as closed-form solutions exist. Experiments on both indoor and outdoor scene datasets demonstrate that the proposed method outperforms state-of-the-art depth estimation approaches. © 1979-2012 IEEE.","conditional random field (CRF); deep convolutional neural networks (CNN); Depth estimation; fully convolutional networks; superpixel pooling"
"Belagiannis V., Amin S., Andriluka M., Schiele B., Navab N., Ilic S.","3D Pictorial Structures Revisited: Multiple Human Pose Estimation",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7360209,"1929","1942",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986276581&doi=10.1109%2fTPAMI.2015.2509986&partnerID=40&md5=fa4d90fb8f992a40d9ff17f5a81bf220","We address the problem of 3D pose estimation of multiple humans from multiple views. The transition from single to multiple human pose estimation and from the 2D to 3D space is challenging due to a much larger state space, occlusions and across-view ambiguities when not knowing the identity of the humans in advance. To address these problems, we first create a reduced state space by triangulation of corresponding pairs of body parts obtained by part detectors for each camera view. In order to resolve ambiguities of wrong and mixed parts of multiple humans after triangulation and also those coming from false positive detections, we introduce a 3D pictorial structures (3DPS) model. Our model builds on multi-view unary potentials, while a prior model is integrated into pairwise and ternary potential functions. To balance the potentials' influence, the model parameters are learnt using a Structured SVM (SSVM). The model is generic and applicable to both single and multiple human pose estimation. To evaluate our model on single and multiple human pose estimation, we rely on four different datasets. We first analyse the contribution of the potentials and then compare our results with related work where we demonstrate superior performance. © 1979-2012 IEEE.","3D pictorial structures; Human pose estimation; part-based models"
"Barrett D.P., Barbu A., Siddharth N., Siskind J.M.","Saying What You're Looking For: Linguistics Meets Video Search",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346469,"2069","2081",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986267509&doi=10.1109%2fTPAMI.2015.2505297&partnerID=40&md5=72f8f59867463d449f8432aa0926ab66","We present an approach to searching large video corpora for clips which depict a natural-language query in the form of a sentence. Compositional semantics is used to encode subtle meaning differences lost in other approaches, such as the difference between two sentences which have identical words but entirely different meaning: The person rode the horse versus The horse rode the person. Given a sentential query and a natural-language parser, we produce a score indicating how well a video clip depicts that sentence for each clip in a corpus and return a ranked list of clips. Two fundamental problems are addressed simultaneously: detecting and tracking objects, and recognizing whether those tracks depict the query. Because both tracking and object detection are unreliable, our approach uses the sentential query to focus the tracker on the relevant participants and ensures that the resulting tracks are described by the sentential query. While most earlier work was limited to single-word queries which correspond to either verbs or nouns, we search for complex queries which contain multiple phrases, such as prepositional phrases, and modifiers, such as adverbs. We demonstrate this approach by searching for 2,627 naturally elicited sentential queries in 10 Hollywood movies. © 1979-2012 IEEE.","event recognition; language; object detection; Retrieval; sentential video retrieval; tracking; video"
"Sun Y., Wang X., Tang X.","Hybrid Deep Learning for Face Verification",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346495,"1997","2009",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986331512&doi=10.1109%2fTPAMI.2015.2505293&partnerID=40&md5=cabe8d127f7ca21307a863884a66dae9","This paper proposes a hybrid convolutional network (ConvNet)-Restricted Boltzmann Machine (RBM) model for face verification. A key contribution of this work is to learn high-level relational visual features with rich identity similarity information. The deep ConvNets in our model start by extracting local relational visual features from two face images in comparison, which are further processed through multiple layers to extract high-level and global relational features. To keep enough discriminative information, we use the last hidden layer neuron activations of the ConvNet as features for face verification instead of those of the output layer. To characterize face similarities from different aspects, we concatenate the features extracted from different face region pairs by different deep ConvNets. The resulting high-dimensional relational features are classified by an RBM for face verification. After pre-training each ConvNet and the RBM separately, the entire hybrid network is jointly optimized to further improve the accuracy. Various aspects of the ConvNet structures, relational features, and face verification classifiers are investigated. Our model achieves the state-of-the-art face verification performance on the challenging LFW dataset under both the unrestricted protocol and the setting when outside data is allowed to be used for training. © 1979-2012 IEEE.","Convolutional networks; deep learning; face recognition"
"Shi X., Guo Z., Nie F., Yang L., You J., Tao D.","Two-Dimensional Whitening Reconstruction for Enhancing Robustness of Principal Component Analysis",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7331304,"2130","2136",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986321455&doi=10.1109%2fTPAMI.2015.2501810&partnerID=40&md5=60a582dc45bc518529d50b1233891173","Principal component analysis (PCA) is widely applied in various areas, one of the typical applications is in face. Many versions of PCA have been developed for face recognition. However, most of these approaches are sensitive to grossly corrupted entries in a 2D matrix representing a face image. In this paper, we try to reduce the influence of grosses like variations in lighting, facial expressions and occlusions to improve the robustness of PCA. In order to achieve this goal, we present a simple but effective unsupervised preprocessing method, two-dimensional whitening reconstruction (TWR), which includes two stages: 1) A whitening process on a 2D face image matrix rather than a concatenated 1D vector; 2) 2D face image matrix reconstruction. TWR reduces the pixel redundancy of the internal image, meanwhile maintains important intrinsic features. In this way, negative effects introduced by gross-like variations are greatly reduced. Furthermore, the face image with TWR preprocessing could be approximate to a Gaussian signal, on which PCA is more effective. Experiments on benchmark face databases demonstrate that the proposed method could significantly improve the robustness of PCA methods on classification and clustering, especially for the faces with severe illumination changes. © 1979-2012 IEEE.","PCA; preprocessing; robustness; Two-dimensional whitening reconstruction"
"Zhang X., Zou J., He K., Sun J.","Accelerating Very Deep Convolutional Networks for Classification and Detection",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7332968,"1943","1955",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986325670&doi=10.1109%2fTPAMI.2015.2502579&partnerID=40&md5=8ac164746bedebc5eac0aeba194de908","This paper aims to accelerate the test-time computation of convolutional neural networks (CNNs), especially very deep CNNs [1] that have substantially impacted the computer vision community. Unlike previous methods that are designed for approximating linear filters or linear responses, our method takes the nonlinear units into account. We develop an effective solution to the resulting nonlinear optimization problem without the need of stochastic gradient descent (SGD). More importantly, while previous methods mainly focus on optimizing one or two layers, our nonlinear method enables an asymmetric reconstruction that reduces the rapidly accumulated error when multiple (e.g., ≥ 10) layers are approximated. For the widely used very deep VGG-16 model [1] , our method achieves a whole-model speedup of 4× with merely a 0.3 percent increase of top-5 error in ImageNet classification. Our 4× accelerated VGG-16 model also shows a graceful accuracy degradation for object detection when plugged into the Fast R-CNN detector [2]. © 1979-2012 IEEE.","acceleration; Convolutional neural networks; image classification; object detection"
"Qin Z., Shelton C.R.","Social Grouping for Multi-Target Tracking and Head Pose Estimation in Video",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346504,"2082","2095",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986292250&doi=10.1109%2fTPAMI.2015.2505292&partnerID=40&md5=678aed279d4a4cddb79a12c7d483bafa","Many computer vision tasks are more difficult when tackled without contextual information. For example, in multi-camera tracking, pedestrians may look very different in different cameras with varying pose and lighting conditions. Similarly, head direction estimation in high-angle surveillance video in which human head images are low resolution is challenging. Even humans can have trouble without contextual information. In this work, we couple novel contextual information, social grouping, with two important computer vision tasks: multi-target tracking and head pose/direction estimation in surveillance video. These three components are modeled in a probabilistic formulation and we provide effective solvers.We show that social grouping effectively helps to mitigate visual ambiguities in multi-camera tracking and head pose estimation. We further notice that in single-camera multi-target tracking, social grouping provides a natural high-order association cue that avoids existing complex algorithms for high-order track association. In experiments, we demonstrate improvements with our model over models without social grouping context and several state-of-art approaches on a number of publicly available datasets on tracking, head pose estimation, and group discovery. © 1979-2012 IEEE.","context; head pose estimation; multi-camera tracking; Multi-target tracking; social grouping; video analysis"
"Jiang Y., Koppula H.S., Saxena A.","Modeling 3D Environments through Hidden Human Context",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346466,"2040","2053",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986305469&doi=10.1109%2fTPAMI.2015.2501811&partnerID=40&md5=4031a89fac340060ec6e0e112dfd61ad","The idea of modeling object-object relations has been widely leveraged in many scene understanding applications. However, as the objects are designed by humans and for human usage, when we reason about a human environment, we reason about it through an interplay between the environment, objects and humans. In this paper, we model environments not only through objects, but also through latent human poses and human-object interactions. In order to handle the large number of latent human poses and a large variety of their interactions with objects, we present Infinite Latent Conditional Random Field (ILCRF) that models a scene as a mixture of CRFs generated from Dirichlet processes. In each CRF, we model objects and object-object relations as existing nodes and edges, and hidden human poses and human-object relations as latent nodes and edges. ILCRF generatively models the distribution of different CRF structures over these latent nodes and edges. We apply the model to the challenging applications of 3D scene labeling and robotic scene arrangement. In extensive experiments, we show that our model significantly outperforms the state-of-the-art results in both applications. We further use our algorithm on a robot for arranging objects in a new scene using the two applications aforementioned. © 1979-2012 IEEE.","3D scene understanding; human context; machine learning; robotics perception"
"Wen L., Lei Z., Lyu S., Li S.Z., Yang M.-H.","Exploiting Hierarchical Dense Structures on Hypergraphs for Multi-Object Tracking",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7360186,"1983","1996",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986328532&doi=10.1109%2fTPAMI.2015.2509979&partnerID=40&md5=a71dc7935f5ca228016d4bebd5d9920b","Most multi-object tracking algorithms are developed within the tracking-by-detection framework that consider the pairwise appearance similarities between detection responses or tracklets within a limited temporal window, and thus less effective in handling long-term occlusions or distinguishing spatially close targets with similar appearance in crowded scenes. In this work, we propose an algorithm that formulates the multi-object tracking task as one to exploit hierarchical dense structures on an undirected hypergraph constructed based on tracklet affinity. The dense structures indicate a group of vertices that are inter-connected with a set of hyperedges with high affinity values. The appearance and motion similarities among multiple tracklets across the spatio-temporal domain are considered globally by exploiting high-order similarities rather than pairwise ones, thereby facilitating distinguish spatially close targets with similar appearance. In addition, the hierarchical design of the optimization process helps the proposed tracking algorithm handle long-term occlusions robustly. Extensive experiments on various challenging datasets of both multi-pedestrian and multi-face tracking tasks, demonstrate that the proposed algorithm performs favorably against the state-of-the-art methods. © 1979-2012 IEEE.","dense structures; hierarchical; Multi-object tracking; tracklet; undirected affinity hypergraph"
"Rodriguez-Serrano J.A., Larlus D., Dai Z.","Data-Driven Detection of Prominent Objects",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7360192,"1969","1982",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986286579&doi=10.1109%2fTPAMI.2015.2509988&partnerID=40&md5=ef7743c1717feda66fa4215b9806b7c6","This article deals with the detection of prominent objects in images. As opposed to the standard approaches based on sliding windows, we study a fundamentally different solution by formulating the supervised prediction of a bounding box as an image retrieval task. Indeed, given a global image descriptor, we find the most similar images in an annotated dataset, and transfer the object bounding boxes. We refer to this approach as data-driven detection (DDD). Our key novelty is to design or learn image similarities that explicitly optimize some aspect of the transfer unlike previous work which uses generic representations and unsupervised similarities. In a first variant, we explicitly learn to transfer, by adapting a metric learning approach to work with image and bounding box pairs. Second, we use a representation of images as object probability maps computed from low-level patch classifiers. Experiments show that these two contributions yield in some cases comparable or better results than standard sliding window detectors - despite its conceptual simplicity and run-time efficiency. Our third contribution is an application of prominent object detection, where we improve fine-grained categorization by pre-cropping images with the proposed approach. Finally, we also extend the proposed approach to detect multiple parts of rigid objects. © 1979-2012 IEEE.","fine-grained visual recognition; metric learning; object detection; object part localization; Object recognition"
"Lu N., Miao H.","Clustering Tree-Structured Data on Manifold",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346489,"1956","1968",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986244042&doi=10.1109%2fTPAMI.2015.2505282&partnerID=40&md5=73669f57ffd0cf89b9508ad4f193d54c","Tree-structured data usually contain both topological and geometrical information, and are necessarily considered on manifold instead of euclidean space for appropriate data parameterization and analysis. In this study, we propose a novel tree-structured data parameterization, called Topology-Attribute matrix (T-A matrix), so the data clustering task can be conducted on matrix manifold. We incorporate the structure constraints embedded in data into the non-negative matrix factorization method to determine meta-trees from the T-A matrix, and the signature vector of each single tree can then be extracted by meta-tree decomposition. The meta-tree space turns out to be a cone space, in which we explore the distance metric and implement the clustering algorithm based on the concepts like Fréchet mean. Finally, the T-A matrix based clustering (TAMBAC) framework is evaluated and compared using both simulated data and real retinal images to illustrate its efficiency and accuracy. © 1979-2012 IEEE.","Clustering; geodesic; nonnegative matrix factorization; tree-structured data"
"Milan A., Schindler K., Roth S.","Multi-Target Tracking by Discrete-Continuous Energy Minimization",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346505,"2054","2068",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986292356&doi=10.1109%2fTPAMI.2015.2505309&partnerID=40&md5=73c4968215d01a1111cd93dda74e65a5","The task of tracking multiple targets is often addressed with the so-called tracking-by-detection paradigm, where the first step is to obtain a set of target hypotheses for each frame independently. Tracking can then be regarded as solving two separate, but tightly coupled problems. The first is to carry out data association, i.e., to determine the origin of each of the available observations. The second problem is to reconstruct the actual trajectories that describe the spatio-temporal motion pattern of each individual target. The former is inherently a discrete problem, while the latter should intuitively be modeled in continuous space. Having to deal with an unknown number of targets, complex dependencies, and physical constraints, both are challenging tasks on their own and thus most previous work focuses on one of these subproblems. Here, we present a multi-target tracking approach that explicitly models both tasks as minimization of a unified discrete-continuous energy function. Trajectory properties are captured through global label costs, a recent concept from multi-model fitting, which we introduce to tracking. Specifically, label costs describe physical properties of individual tracks, e.g., linear and angular dynamics, or entry and exit points. We further introduce pairwise label costs to describe mutual interactions between targets in order to avoid collisions. By choosing appropriate forms for the individual energy components, powerful discrete optimization techniques can be leveraged to address data association, while the shapes of individual trajectories are updated by gradient-based continuous energy minimization. The proposed method achieves state-of-the-art results on diverse benchmark sequences. © 1979-2012 IEEE.","discrete-continuous optimization; Multi-object tracking; tracking-by-detection; visual surveillance"
"Shahroudy A., Ng T.-T., Yang Q., Wang G.","Multimodal Multipart Learning for Action Recognition in Depth Videos",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346486,"2123","2129",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986267489&doi=10.1109%2fTPAMI.2015.2505295&partnerID=40&md5=3946538ab164f09a7762913822be0822","The articulated and complex nature of human actions makes the task of action recognition difficult. One approach to handle this complexity is dividing it to the kinetics of body parts and analyzing the actions based on these partial descriptors. We propose a joint sparse regression based learning method which utilizes the structured sparsity to model each action as a combination of multimodal features from a sparse set of body parts. To represent dynamics and appearance of parts, we employ a heterogeneous set of depth and skeleton based features. The proper structure of multimodal multipart features are formulated into the learning framework via the proposed hierarchical mixed norm, to regularize the structured features of each part and to apply sparsity between them, in favor of a group feature selection. Our experimental results expose the effectiveness of the proposed learning method in which it outperforms other methods in all three tested datasets while saturating one of them by achieving perfect accuracy. © 1979-2012 IEEE.","Action recognition; group feature selection; joint sparse regression; kinect; mixed norms; structured sparsity"
"Hare S., Golodetz S., Saffari A., Vineet V., Cheng M.-M., Hicks S.L., Torr P.H.S.","Struck: Structured Output Tracking with Kernels",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7360205,"2096","2109",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986269170&doi=10.1109%2fTPAMI.2015.2509974&partnerID=40&md5=fbdcdba2bf303b49dc74da6a710e4c5a","Adaptive tracking-by-detection methods are widely used in computer vision for tracking arbitrary objects. Current approaches treat the tracking problem as a classification task and use online learning techniques to update the object model. However, for these updates to happen one needs to convert the estimated object position into a set of labelled training examples, and it is not clear how best to perform this intermediate step. Furthermore, the objective for the classifier (label prediction) is not explicitly coupled to the objective for the tracker (estimation of object position). In this paper, we present a framework for adaptive visual object tracking based on structured output prediction. By explicitly allowing the output space to express the needs of the tracker, we avoid the need for an intermediate classification step. Our method uses a kernelised structured output support vector machine (SVM), which is learned online to provide adaptive tracking. To allow our tracker to run at high frame rates, we (a) introduce a budgeting mechanism that prevents the unbounded growth in the number of support vectors that would otherwise occur during tracking, and (b) show how to implement tracking on the GPU. Experimentally, we show that our algorithm is able to outperform state-of-the-art trackers on various benchmark videos. Additionally, we show that we can easily incorporate additional features and kernels into our framework, which results in increased tracking performance. © 1979-2012 IEEE.","budget maintenance; GPU-based tracking; structured output SVMs; Tracking-by-detection"
"Seshadri K., Savvides M.","Towards a Unified Framework for Pose, Expression, and Occlusion Tolerant Automatic Facial Alignment",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","10", 7346480,"2110","2122",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986260136&doi=10.1109%2fTPAMI.2015.2505301&partnerID=40&md5=8508df41cd9fecf8208764608a00e887","We propose a facial alignment algorithm that is able to jointly deal with the presence of facial pose variation, partial occlusion of the face, and varying illumination and expressions. Our approach proceeds from sparse to dense landmarking steps using a set of specific models trained to best account for the shape and texture variation manifested by facial landmarks and facial shapes across pose and various expressions. We also propose the use of a novel ℓ 1 -regularized least squares approach that we incorporate into our shape model, which is an improvement over the shape model used by several prior Active Shape Model (ASM) based facial landmark localization algorithms. Our approach is compared against several state-of-the-art methods on many challenging test datasets and exhibits a higher fitting accuracy on all of them. © 1979-2012 IEEE.","active shape models (ASMs); automatic facial landmark localization; Facial alignment; ℓ1-regularized least squares"
"Valera I., Ruiz F.J.R., Perez-Cruz F.","Infinite factorial unbounded-state hidden Markov model",2016,"IEEE Transactions on Pattern Analysis and Machine Intelligence","38","9", 7322279,"1816","1828",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981346564&doi=10.1109%2fTPAMI.2015.2498931&partnerID=40&md5=95b60ecf962c629dea1d4940916b293f","There are many scenarios in artificial intelligence, signal processing or medicine, in which a temporal sequence consists of several unknown overlapping independent causes, and we are interested in accurately recovering those canonical causes. Factorial hidden Markov models (FHMMs) present the versatility to provide a good fit to these scenarios. However, in some scenarios, the number of causes or the number of states of the FHMM cannot be known or limited a priori. In this paper, we propose an infinite factorial unbounded-state hidden Markov model (IFUHMM), in which the number of parallel hidden Markovmodels (HMMs) and states in each HMM are potentially unbounded. We rely on a Bayesian nonparametric (BNP) prior over integer-valued matrices, in which the columns represent the Markov chains, the rows the time indexes, and the integers the state for each chain and time instant. First, we extend the existent infinite factorial binary-state HMM to allow for any number of states. Then, we modify this model to allow for an unbounded number of states and derive an MCMC-based inference algorithm that properly deals with the trade-off between the unbounded number of states and chains. We illustrate the performance of our proposed models in the power disaggregation problem. © 1979-2012 IEEE.","Bayesian nonparametrics; Gibbs sampling; hidden Markov models; reversible jump Markov chain Monte Carlo; slice sampling; Time series; variational inference"
