Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
"Beck T., Chen T., Lin C., Song F.M.","Financial innovation: The bright and the dark sides",2016,"Journal of Banking and Finance","72",,,"25","51",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982135166&doi=10.1016%2fj.jbankfin.2016.06.012&partnerID=40&md5=e7a2baec7b82aa18ff174404c7b57551","Based on data from 32 countries over the period 1996–2010, this paper is the first to assess the relationship between financial innovation, on the one hand, and bank growth and fragility, as well as economic growth, on the other hand. We find that different measures of financial innovation, capturing both a broad concept and specific innovations, are associated with faster bank growth, but also higher bank fragility and worse bank performance during the recent crisis. These effects are stronger in countries with larger securities markets and more restrictive regulatory frameworks. In spite of these seemingly ambiguous findings, our evidence points to a positive net effect of financial innovation on economic growth: financial innovation is associated with higher growth in countries and industries with better growth opportunities. © 2016 Elsevier B.V.","Bank risk taking; Finance and growth; Financial innovation; Securitization"
"Chiarella C., Ladley D.","Chasing trends at the micro-level: The effect of technical trading on order book dynamics",2016,"Journal of Banking and Finance","72",,,"S119","S131",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951779381&doi=10.1016%2fj.jbankfin.2015.11.019&partnerID=40&md5=4f52a2c6b37e44025a17df5440b0a577","Technical traders attempt to exploit trends in market prices and the order flow. Despite this little is known about how these traders behave in a micro-structure context. We consider a model of an order book based financial market. The market contains two groups: informed traders and technical traders. A numerical technique is used to identify a Markov perfect equilibrium of the trading game and so determine the optimal strategies. We find that technical trading rules are profitable and allow traders to increase their returns. The effect of technical traders on the market, however, is ambiguous. They decrease volatility and pricing errors but also increase trading costs despite primarily acting as liquidity suppliers. © 2015 Elsevier B.V.","Dynamic equilibrium; Market efficiency; Market micro-structure; Order book; Technical trading"
"Duygun M., Sena V., Shaban M.","Trademarking activities and total factor productivity: Some evidence for British commercial banks using a metafrontier approach",2016,"Journal of Banking and Finance","72",,,"S70","S80",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006817374&doi=10.1016%2fj.jbankfin.2016.04.017&partnerID=40&md5=90c2a02aba15e784211abe2d56d129a3","In this paper, we compute a non-parametric Metafrontier Malmquist index to evaluate the Total Factor Productivity (TFP) change among UK-based trademarking and non-trademarking commercial banks between 2005 and 2013. The use of the metafrontier approach allows us to: a) identify the drivers of TFP growth for each group of banks, b) compare the TFP growth of each group to the TFP growth experienced by the whole industry, and c) assess the extent to which the former catches up with the latter measured along the metafrontier. Our results suggest that TFP has been increasing among trademarking banks up to the onset of the financial crisis but this process has since reversed. The catch-up indexes suggest that both groups of banks were catching up with the metafrontier up to the financial crisis although the drivers of this process differed between the two groups. After the financial crisis, improvements in technology have been driven by a small number of commercial banks i.e. the non-trademarking banks. These results suggest that a large section of the commercial banking sector has not been able to overcome the effects of the financial crisis. © 2016","DEA; Metafrontiers; Total factor productivity; Trademarks"
"Ghosh C., Hilliard J., Petrova M., Phani B.V.","Economic consequences of deregulation: Evidence from the removal of voting cap in Indian banks",2016,"Journal of Banking and Finance","72",,,"S19","S38",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978137317&doi=10.1016%2fj.jbankfin.2016.06.004&partnerID=40&md5=49a89cb62d4ca73d791f81815559f3d2","We examine the effect of the 2005 Banking Regulation Amendment Bill and the 2011 Banking Laws Amendment Bill proposals for removal of the 10 percent voting rights cap in Indian Banks. The 2011 Banking Laws Bill was first introduced in 2005, but lapsed with the dissolution of the 14th Lok Sabha. The Bill was passed in December 2012 and raised the voting cap in private sector banks from 10 to 26 percent. We present evidence that the removal of the voting cap enhances the value of votes of bank stocks by reducing the wedge between cash-flow and control rights, thus increasing monitoring and the probability of takeover. Post-deregulation analysis reveals that the passage of the Bill was followed by increasing blockholders’ number and percentage of shares held in larger and government banks. Furthermore, a stronger negative relationship between banks’ profitability and size, as well as share of non-performing loans is observed. This study makes an important contribution to the growing literature on the valuation impact and efficiency gains of liberalization of ownership restrictions in emerging markets, as well as the rich literature on corporate governance and control relating to the value of voting privilege in companies with disparate voting rights. © 2016 Elsevier B.V.","Corporate control; Deregulation; Emerging markets; Value of vote; Voting cap"
"Liu L.-C., Dai T.-S., Wang C.-J.","Evaluating corporate bonds and analyzing claim holders’ decisions with complex debt structure",2016,"Journal of Banking and Finance","72",,,"151","174",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983527067&doi=10.1016%2fj.jbankfin.2016.05.007&partnerID=40&md5=38467feb677174a0661e8d1f18a11243","Although many different aspects of debt structures such as bond covenants and repayment schedules are empirically found to significantly influence values of bonds and equity, many theoretical structural models still oversimplify debt structures and fail to capture phenomena found in financial markets. This paper proposes a carefully designed structural model that faithfully models typical complex debt structures containing multiple bonds with various covenants. For example, the ability for an issuing firm to meet an obligation is modeled to rely on its ability to meet previous repayments, and the default trigger is shaped according to the characteristics of its debt structure such as the amount and schedule of bond repayments. Thus our framework reliably provides theoretical insight and concrete quantitative measurements consistent with extant empirical research such as the shapes of yield spread curves under various firm's financial statuses, and the impact of payment blockage covenants on newly-issued and other outstanding bonds. We also develop the forest, a novel quantitative method to handle contingent changes in the debt structure due to premature bond redemptions. A forest consists of several trees that capture different debt structures, for instance those before or after a bond redemption. This method can be used to analyze how poison put covenants in the target firm's bonds influence the bidder's costs of debt financing for a leveraged buyout, or investigate how the presence of wealth transfer among the remaining claim holders due to a bond redemption influences the firm's call policy, or further reconcile conflicts among previous empirical studies on call delay phenomena. © 2016 Elsevier B.V.","Call policy; Debt-structure-dependent default trigger; Forest; Payment blockage covenant; Poison put covenant; Wealth transfer effect"
"Dias A.","The economic value of controlling for large losses in portfolio selection",2016,"Journal of Banking and Finance","72",,,"S81","S91",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003451758&doi=10.1016%2fj.jbankfin.2016.04.016&partnerID=40&md5=92d9d33a38f0ed83b0e0efed8e7cc134","Research on asset pricing has shown that investor preferences include asymmetry and tail heaviness which affects the composition of optimal portfolios. This article investigates the out-of-sample economic value of introducing the risk of very large losses in portfolio selection. We combine mean–variance analysis with conditional Value-at-Risk using the subadditivity property of conditional Value-at-Risk, and we introduce a two stage method that preserves diversification while controlling for large losses. We find that strategies that account both for variance and the probability of large losses outperform efficient mean–variance portfolios, during and after the global financial crisis. © 2016","Conditional Value-at-Risk; Portfolio selection; Portfolio tail probability; Risk management"
"Butaru F., Chen Q., Clark B., Das S., Lo A.W., Siddique A.","Risk and risk management in the credit card industry",2016,"Journal of Banking and Finance","72",,,"218","239",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983412490&doi=10.1016%2fj.jbankfin.2016.07.015&partnerID=40&md5=02d1e036cf2bea9a706cdda940b98098","Using account-level credit card data from six major commercial banks from January 2009 to December 2013, we apply machine-learning techniques to combined consumer tradeline, credit bureau, and macroeconomic variables to predict delinquency. In addition to providing accurate measures of loss probabilities and credit risk, our models can also be used to analyze and compare risk management practices and the drivers of delinquency across banks. We find substantial heterogeneity in risk factors, sensitivities, and predictability of delinquency across banks, implying that no single model applies to all six institutions. We measure the efficacy of a bank's risk management process by the percentage of delinquent accounts that a bank manages effectively, and find that efficacy also varies widely across institutions. These results suggest the need for a more customized approached to the supervision and regulation of financial institutions, in which capital ratios, loss reserves, and other parameters are specified individually for each institution according to its credit risk model exposures and forecasts. © 2016 The Authors","Consumer finance; Credit card default model; Credit risk; Machine-learning"
"Ahmed S., Tsvetanov D.","The predictive performance of commodity futures risk factors",2016,"Journal of Banking and Finance","71",,,"20","36",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978976016&doi=10.1016%2fj.jbankfin.2016.06.011&partnerID=40&md5=35f110f9f33e23ff056fb2f56c37e137","This paper investigates the time-series predictability of commodity futures excess returns from factor models that exploit two risk factors – the equally weighted average excess return on long positions in a universe of futures contracts and the return difference between the high- and low-basis portfolios. Adopting a standard set of statistical evaluation metrics, we find weak evidence that the factor models provide out-of-sample forecasts of monthly excess returns significantly better than the benchmark of random walk with drift model. We also show, in a dynamic asset allocation environment, that the information contained in the commodity-based risk factors does not generate systematic economic value to risk-averse investors pursuing a commodity stand-alone strategy or a diversification strategy. © 2016 Elsevier B.V.","Commodity markets; Econometric models; Economic value; Futures pricing; Out-of-sample predictability; Time series"
"Baller S., Entrop O., McKenzie M., Wilkens M.","Market makers’ optimal price-setting policy for exchange-traded certificates",2016,"Journal of Banking and Finance","71",,,"206","226",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979020573&doi=10.1016%2fj.jbankfin.2016.04.012&partnerID=40&md5=9126a2e031b48976e6d04649ac422e5a","This paper presents the first theoretical model of the profit maximizing price-setting policy for the issuers of exchange-traded retail certificates. Unlike previous theoretical microstructure models, the market considered is unique in that the market makers do not face significant inventory costs or risk from informed traders. The model derives the time structure of the optimal markups over a certificate's fair theoretical value and its relationship with optimal spreads, unhedgeable risk faced by the issuer and investors’ buying and selling decisions. It shows that (i) the optimal markups decrease inter-temporally, (ii) issuers adjust the markups according to investors’ demand, (iii) unhedgeable risk results in higher markups and influences their time structure, (iv) the markups and the spread are negatively related. Using data from the German market for leverage certificates, we find strong empirical support for the model-derived hypotheses, except for (iv). We find spreads exhibit little variation and this suggests that markups and spreads are not substitute profit sources for issuers in this market. © 2016 Elsevier B.V.","Leverage certificates; Monopoly pricing model; Pricing behavior; Structured notes; Structured products"
"Liang W.-L.","Sensitivity to investor sentiment and stock performance of open market share repurchases",2016,"Journal of Banking and Finance","71",,,"75","94",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978226018&doi=10.1016%2fj.jbankfin.2016.06.003&partnerID=40&md5=5d1445b168dfae91ad19ac71f68096b8","This paper finds that stocks of repurchasers with high sensitivity to investor sentiment are more likely to be mispriced. Thus, such repurchases are followed by superior post-buyback stock performance. This abnormal return associated with sensitivity to sentiment cannot be explained by other undervaluation factors: book-to-market or prior return effects. My results are robust with factor model analysis and controls for contamination effects. I conclude that this sentiment-driven undervaluation may result from the difficulty to value and/or limits to arbitrage rather than investor overreaction. © 2016 Elsevier B.V.","Investor sentiment; Mispricing; Repurchases; Undervaluation"
"Tsao S.-M., Lu H.-T., Keung E.C.","Voluntary monthly earnings disclosures and analyst behavior",2016,"Journal of Banking and Finance","71",,,"37","49",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978123404&doi=10.1016%2fj.jbankfin.2016.04.010&partnerID=40&md5=509f20c70ff17700e7b16a3e933e06dd","We examine how voluntary monthly earnings disclosures relate to monthly analyst behavior. We focus on the number of analysts following a firm and several properties that characterize analysts’ earnings forecasts for the upcoming annual earnings. We find firms that disclose monthly earnings attract more analysts, have more accurate and less dispersed analyst earnings forecasts, and have lower overall uncertainty and less commonality of information in analysts’ earnings forecasts. In addition, the effect of monthly earnings disclosure on analyst behavior is more pronounced for the firms that regularly disclose monthly earnings. Our results are consistent with the notion that an important role played by a voluntary increase in reporting frequency is to trigger the generation of idiosyncratic information by financial analysts. In other words, analysts tend to complement rather than substitute for firm-provided voluntary disclosures. © 2016 Elsevier B.V.","Analyst following; Analyst forecast properties; Voluntary monthly earnings disclosures"
"Karapandza R.","Stock returns and future tense language in 10-K reports",2016,"Journal of Banking and Finance","71",,,"50","61",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978141327&doi=10.1016%2fj.jbankfin.2016.04.025&partnerID=40&md5=e488c2eaabbcce6dfb30b1d0065f65dd","This paper shows that firms talking less about the future in their annual reports generate positive abnormal returns of about 5% annually. I measure how much companies talk about the future in their annual 10-K reports by the frequency of the verbs will, shall, and going to. The evidence favors a risk-based interpretation: firms that use less future tense in their report offer higher returns since they are riskier. These results are consistent with finance theories stating that investors need to be rewarded for holding stocks of firms that put less information about the future in the marketplace. © 2016 Elsevier B.V.","Anomalies; Asset pricing; Information risk; Text analysis"
"Hovakimian G.","Excess value and restructurings by diversified firms",2016,"Journal of Banking and Finance","71",,,"1","19",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978100461&doi=10.1016%2fj.jbankfin.2016.04.020&partnerID=40&md5=d6d4eecb7f6a5d16f6757781b4bd934f","We examine whether restructuring decisions by diversified firms are related to their excess values. We find that changes in diversification level, measured as changes in the number of segments or number of industries, are positively and significantly associated with excess values. Further, at lower levels of excess values, firms are significantly more likely to increase focus than maintain their existing levels of diversification and, at higher levels of excess values, they are significantly more likely to diversify further than maintain or reduce their current levels of diversification. These findings indicate that excess value variations are meaningful and predict restructuring decisions. © 2016 Elsevier B.V.","Conglomerates; Diversification; Diversification discount; Excess value; Restructuring"
"Zhu W., Yang J.","State ownership, cross-border acquisition, and risk-taking: Evidence from China's banking industry",2016,"Journal of Banking and Finance","71",,,"133","153",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978879530&doi=10.1016%2fj.jbankfin.2016.05.004&partnerID=40&md5=4e74bff086f486ac1a3a64564446defe","Does state ownership breed risk-taking behavior in commercial banks? This paper examines this issue using a panel of Chinese banks. We find that state-ownership is in general associated with higher risks. In addition, we find that banks controlled by the central government have the highest credit risk, while those owned by local governments have the lowest capital adequacy ratio and liquidity ratio. By compiling a complete list of cross-border acquisitions in China's banking sector, we investigate the impact of foreign acquisition on state-owned banks’ risk-taking using differences-in-differences and matching estimators. We find that foreign acquisition has a reducing effect on state-owned banks’ risk-taking and this effect is particularly significant for banks that are controlled by central or local government. We also find that this risk-reducing effect depends on the percentage of foreign ownership, the local business involvement of the foreign investors, and the number of foreign members on the banks’ boards of directors. © 2016 Elsevier B.V.","Bank risk; Foreign acquisition; State ownership"
"Saghi-Zedek N.","Product diversification and bank performance: Does ownership structure matter?",2016,"Journal of Banking and Finance","71",,,"154","167",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978906149&doi=10.1016%2fj.jbankfin.2016.05.003&partnerID=40&md5=6ce4f9daaba542e9c05a476441bc9a5f","Using detailed data on control chains of 710 European commercial banks, we test whether the presence of some categories of controlling shareholders affects product diversification performance. We find that when banks have no controlling shareholder or have only family and state shareholders activity diversification yields diseconomies. However, as long as the control chain involves banking institutions, institutional investors, industrial companies or any other combination of these shareholder categories, banks benefit from diversification economies: they display higher profitability, lower earnings volatility and lower default risk. This is potentially because such categories of shareholders bring additional skills to manage diverse activities. A further exploration shows that such mitigating roles are greater for domestic and diversified shareholders. Our findings provide insights on why banks suffer from greater activity diversification and have several policy implications. © 2016 Elsevier B.V.","European banking; Ownership structure; Performance; Product diversification"
"Wojakowski R.M., Ebrahim M.S., Shackleton M.B.","Reducing the impact of real estate foreclosures with Amortizing Participation Mortgages",2016,"Journal of Banking and Finance","71",,,"62","74",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978141987&doi=10.1016%2fj.jbankfin.2016.05.005&partnerID=40&md5=fe1fcd0c7905bd3ef0e3048dddf8a6fb","We employ Amortizing Participation Mortgage (APM) to offer a novel ex post renegotiation method of a foreclosure. APM belongs to the family of home loan credit facilities advocated in the Dodd–Frank Wall Street Reform and Consumer Protection Act 2010. In our framework, APMs reduce the endemic agency costs of debt by improving affordability. These benefits increase the demand for real estate in bust times and reduce fragility of the financial system thereby preventing foreclosures. We evaluate APMs in a stochastic control framework and provide solutions for an optimal amortization schedule. We generalize our approach to partially amortizing and commercial mortgages which encompass balloon payments. Finally, we provide concrete numerical examples of home loan modifications. We also offer detailed sensitivity analysis to market parameters such as house price volatility and interest rates. © 2016 Elsevier B.V.","Default; Dodd–Frank Act; Home loan modification; Indexation; Partial amortization; Prepayment; Shared Income Mortgage"
"Shy O., Stenbacka R., Yankov V.","Limited deposit insurance coverage and bank competition",2016,"Journal of Banking and Finance","71",,,"95","108",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978280165&doi=10.1016%2fj.jbankfin.2016.05.002&partnerID=40&md5=fad21b443db20cb98bfcd80cf9bb5577","Deposit insurance designs in many countries place a limit on the coverage of deposits in each bank. However, no limits are placed on the number of accounts held with different banks. Therefore, under limited deposit insurance, some consumers open accounts with different banks to achieve higher or full deposit insurance coverage. We compare three regimes of deposit insurance: no deposit insurance, unlimited deposit insurance, and limited deposit insurance. We show that limited deposit insurance weakens competition among banks and reduces total welfare relative to no or unlimited deposit insurance. © 2016","Bailout cost; Bank competition; Deposit rates; Limited deposit insurance coverage"
"Eaves J., Williams J., Power G.J.","Do traders strategically time their pledges during real-world Walrasian auctions?",2016,"Journal of Banking and Finance","71",,,"109","118",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978915586&doi=10.1016%2fj.jbankfin.2016.04.018&partnerID=40&md5=815d3d3f486873f56f67eeac29035f7e","Experimental research suggests the Walrasian tâtonnement auction encourages traders to under-reveal preferences, even encouraging initial pledges contrary to true desires, because pledges are not binding. We analyze the timing and characteristics of individual pledges and trades during 9604 auctions for redbeans conducted by the Tokyo Grain Exchange. We find no evidence of contrarian pledging and little evidence of under-revelation – as many traders over-reveal as under-reveal. Most traders pledge seriously from the beginning. Despite the considerable heterogeneity in pledging behavior across individual traders, these differences appear to have no relationship with traders’ profits, nor do they appear to affect the achievement of equilibrium. © 2016","Auction; Market microstructure; Strategic bidding; Tokyo Grain Exchange; Tâtonnement"
"Bae K., Kang J., Lee S.","Bullish/bearish/neutral strategies under short sale restrictions",2016,"Journal of Banking and Finance","71",,,"227","239",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978906292&doi=10.1016%2fj.jbankfin.2016.07.005&partnerID=40&md5=793288cf4249660262c76829961dedb3","This study investigates the effects of short sale restrictions by extending the model of Dridi and Germain (2004) and infers informed traders’ strategies and the relation between order imbalance and price thereunder. The results are generally in line with the empirical evidence documented in the literature and are summarized as follows: First, seller-initiated trading incurs a greater price reaction. Second, short sale restrictions shift the skewness of asset returns. Third, the restrictions can stimulate investors to acquire information or increase each individual trader's order flow under the bullish and neutral signals as well as the bearish signal, which is yet to be explored empirically. © 2016 Elsevier B.V.","Directional trading; Efficiency; Short sale; Skewness"
"Black J.R., Stock D., Yadav P.K.","The pricing of different dimensions of liquidity: Evidence from government guaranteed bonds",2016,"Journal of Banking and Finance","71",,,"119","132",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978891195&doi=10.1016%2fj.jbankfin.2016.06.008&partnerID=40&md5=a83eedab99a5ca4682498a0cdfa510a5","There are three important dimensions of liquidity: trading costs, depth, and resiliency. We investigate the relevance of each of these three dimensions of liquidity – separately and in conjunction – for the pricing of corporate bonds. Unlike previous studies, our sample allows us to cleanly separate the default and non-default components of yield spreads. We find that each of the above three dimensions of liquidity are priced factors. Overall, in our sample, a one standard deviation change in trading costs, resiliency, and depth measures lead to a change in non-default spreads of 5.00 basis points, 2.27 basis points, and 1.27 basis points, respectively. We also find that both bond-specific and market-wide dimensions of liquidity are priced in non-default spreads. Finally, we find that there does exist in some periods a small residual non-default yield spread that is consistent with an additional “flight-to-extreme-liquidity” premium reflecting investor preference for assets that enable quickest possible disengagement from the market when necessary. © 2016 Elsevier B.V.","Bank bonds; Debt Guarantee Program; Liquidity; Resiliency"
"Spencer P.","US bank credit spreads during the financial crisis",2016,"Journal of Banking and Finance","71",,,"168","182",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978647059&doi=10.1016%2fj.jbankfin.2016.04.015&partnerID=40&md5=b4ef6736eac97da5195e7cf88efce162","This paper argues that first passage time models are likely to better than affine hazard rate models in modelling stressed credit markets and confirms their superior performance in explaining the behavior of Credit Default Swap rates for the major US banking groups over the period of the financial crisis. Affine models find it hard to deal with periods of exceptionally high or low default risk given their assumption of a constant rate of mean reversion in the hazard rate. In contrast, first passage time models are specified in terms of the distance to default rather than the hazard rate. The persistence of shocks varies with the distance to default, allowing the default curve to invert sharply (compress) when the distance to default is low (high). I use an empirical version of the Collin-Dufresne et al. (2003) model, which contains a smoothing parameter that allows it to control the relative effect of these shocks on the short spreads and can be interpreted as an information lag. © 2016 Elsevier B.V.","Asset pricing; Bank solvency; Banking efficiency; Banking regulation"
"Trapp R., Weiß G.N.F.","Derivatives usage, securitization, and the crash sensitivity of bank stocks",2016,"Journal of Banking and Finance","71",,,"183","205",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978733886&doi=10.1016%2fj.jbankfin.2016.07.001&partnerID=40&md5=82e165a68a2bbf9a49d10b79cc3fea84","We show that the information on derivatives usage and securitization activities of U.S. banks as disclosed in their pre-crisis 10-K filings explains extreme equity returns of banks during the financial crisis. Stocks of banks that had previously disclosed a more extensive use of financial derivatives and loan securitization were more likely to experience extreme losses. Our findings are consistent with investors viewing banks that used derivatives for non-hedging purposes as highly vulnerable to the crisis. Moreover, banks which had significant securitization activities and were thus potentially exposed to under-capitalized risks from conduits possess a higher vulnerability of their equity to market downturns. © 2016 Elsevier B.V.","Derivatives; Equity tail risk; Financial crisis; Risk disclosure; Securitization"
"Chen H., Huang H.H., Lobo G.J., Wang C.","Religiosity and the cost of debt",2016,"Journal of Banking and Finance","70",,,"70","85",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976548878&doi=10.1016%2fj.jbankfin.2016.06.005&partnerID=40&md5=f32df859436e0202fd3dcc8410b8dd81","In a cross-country setting, we document that stronger religiosity is associated with lower loan interest spread. In addition, we show that this negative association is more pronounced in countries with weaker creditor rights, suggesting that religious values play a more significant role in constraining opportunistic behavior in a weaker legal environment. Our analysis reveals that stronger religiosity is also related to other favorable terms in loan contracting, such as larger facility amount, use of accounting-based performance pricing, and lower upfront fee. Corroborating our cross-country findings, we also show that in the U.S. setting, firms in regions with stronger religiosity enjoy lower loan interest spread. Our study contributes to understanding the important role religiosity plays in debt financing. © 2016 Elsevier B.V.","Cost of debt; Creditor rights; Religiosity; Religious diversity"
"DeLisle R.J., McTier B.C., Smedema A.R.","Systematic limited arbitrage and the cross-section of stock returns: Evidence from exchange traded funds",2016,"Journal of Banking and Finance","70",,,"118","136",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977262220&doi=10.1016%2fj.jbankfin.2016.06.006&partnerID=40&md5=39b31576c84386a43a0d3284a9c84150","We propose a parsimonious, comprehensive proxy for innovations in limited arbitrage: innovations in ETFs’ premium. Consistent with a common component, we confirm limited arbitrage factors, LAFs, constructed from ETFs’ premium innovations spanning four asset classes are correlated. Further, we find that equity LAFs are negatively priced in the cross-section of stock returns. Our pricing tests also confirm that LAFs provide pricing information beyond well-known limits of arbitrage: illiquidity and idiosyncratic volatility. Overall, our findings suggest that limited arbitrage risk is priced and LAF is a relevant risk-factor. © 2016 Elsevier B.V.","Arbitrage risk; Asset pricing; Factor model; Limits of arbitrage; Risk; Systematic"
"Floros I., White J.T.","Qualified residential mortgages and default risk",2016,"Journal of Banking and Finance","70",,,"86","104",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976570365&doi=10.1016%2fj.jbankfin.2016.06.007&partnerID=40&md5=e6736d8ff6b38258bd90f6756de09836","The Dodd–Frank Act tasks regulators with defining a Qualified Residential Mortgage (QRM) as an exemption from risk retention for residential mortgage-backed securities. Congress instructs regulators to consider factors that result in lower levels of historic default in defining a QRM. We analyze non-agency loans and find credit scores and loan-to-value ratios are among the most significant predictors of default, even when controlling for risky loan products and loose underwriting standards. Importantly, credit scores and loan-to-value ratios better tradeoff the benefit of reduced default risk with the cost of limiting access to capital than most factors, yet are absent from the final QRM definition. Our results have important implications for current and future policy on residential mortgage securitization, risk retention, and disclosure. © 2016 Elsevier B.V.","Dodd–Frank; Mortgage default risk; Qualified mortgage; Qualified residential mortgage; Residential mortgage-backed securities; Risk retention"
"Koliai L.","Extreme risk modeling: An EVT–pair-copulas approach for financial stress tests",2016,"Journal of Banking and Finance","70",,,"1","22",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976338276&doi=10.1016%2fj.jbankfin.2016.02.004&partnerID=40&md5=ca745a24526ddc5913e29133d9cbd35b","This paper presents a semi-parametric copula-GARCH risk model for financial return series with a stress testing perspective. The marginal distributions of the returns are specified using the Extreme Value Theory (EVT), putting a specific emphasis on extreme returns. The joint distribution is then built up using the pair-copulas theorem, based on the marginal distributions and the pair dependence structures. The model performance is assessed for three sets of assets, namely equity indices, exchange rates, and commodity prices. The empirical results support a better static and dynamic properties of the presented model compared to most common specifications used in practice. The proposed model and the alternative specifications are then carried out to perform stress testing exercises on hypothetical portfolios, where financial returns are considered as risk factors. The results show that the use of a wide range of risk models produce significantly different results, in terms of the corresponding stress scenario and in the corresponding impact on the portfolios. Hence, considering flexible and consistent specifications, as in the proposed model, allows ensuring a better credibility of the stress scenario and enhances the usefulness of the stress testing results. © 2016 Elsevier B.V.","EVT; Financial time series; Pair-copulas; R-vine; Scenario; Stress testing"
"Dang V.A., Phan H.V.","CEO inside debt and corporate debt maturity structure",2016,"Journal of Banking and Finance","70",,,"38","54",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976416685&doi=10.1016%2fj.jbankfin.2016.05.009&partnerID=40&md5=2d7536f496ac949d7db5add275137249","This paper examines the relation between chief executive officer (CEO) inside debt holdings and corporate debt maturity. We provide robust evidence that inside debt has a positive effect on short-maturity debt and that this effect is concentrated in financially unconstrained firms that face lower refinancing risk. Our analysis further shows that CEO inside debt helps reduce the cost of debt financing. Overall, our results indicate that managerial holdings of inside debt facilitate access to external debt financing and reduce refinancing risk, thus incentivizing managers to use less costly shorter term debt. © 2016 Elsevier B.V.","Debt maturity; Deferred compensation; Inside debt; Pension; Short-term debt"
"Ammann M., Coqueret G., Schade J.-P.","Characteristics-based portfolio choice with leverage constraints",2016,"Journal of Banking and Finance","70",,,"23","37",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976402652&doi=10.1016%2fj.jbankfin.2016.04.019&partnerID=40&md5=fc6ddf74984729ac8e0b018750b269b6","We show that the introduction of a leverage constraint improves the practical implementation of characteristics-based portfolios. The addition of the constraint leads to significantly lower transaction costs, to a reduction of negative portfolio weights, and to a decrease in volatility and misspecification risk. Furthermore, it allows investors to implement any desired level of leverage. In this study, we include 12 characteristics, thereby extending the classical size, book-to-market and momentum paradigm. We report several key indicators such as the proportion of negative weights, Sharpe ratio, volatility, transaction costs, the transaction cost-adjusted certainty equivalent returns, and the Herfindahl–Hirschman index. Analyzing the sensitivity of these key indicators to the choice of multiple combinations of the 12 characteristics, to risk aversion, and to estimation sample size, we show that constrained policies are much less sensitive to these parameters than their unconstrained counterparts. Finally, for quadratic utility, we derive a semi-closed analytical form for the portfolio weights. Overall, we provide a comprehensive extension of characteristics-based portfolio choice and contribute to a better understanding and implementation of the allocation process. © 2016","Characteristics-based investing; Leverage constraint; Portfolio choice"
"Helberg S., Lindset S.","Risk protection from risky collateral: Evidence from the euro bond market",2016,"Journal of Banking and Finance","70",,,"193","213",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977508444&doi=10.1016%2fj.jbankfin.2016.06.001&partnerID=40&md5=d2e2fc65a1017875f9c2295fef4cf6ec","This paper studies empirically how collateral protects the market value of defaultable bonds from changes in risk. We construct a measure of the risk protection from collateral, and estimate it under different economic conditions. Using yields from the euro bond market, we find that the risk protection from collateral is conditional, significantly stronger in both general and issuer-specific bad states. However, the collateral is risky, and a fall in the collateral value clearly lowers the risk protection. Consequently, the correlation between the bad state and the collateral value is crucial when assessing the risk reducing properties of collateral. © 2016 Elsevier B.V.","Collateral; Covered bonds; Credit risk; Liquidity risk; Secured debt"
